8100935;Wien Hetzendorf;;;;;
8100936;Hetzmannsdorf-Wullersdorf;;;;;
8100937;Hofstatt/Anzbach;;;;;
8100939;Hopfgarten im Brixental Berglift;;;;;
8100940;Hofstetten-Grünau;;;;;
8100945;Hohenbrugg/Raab;;;;;
8100947;Himberg b.Übelbach;;;;;
8100948;Hart im Innkreis;;;;;
8100949;Hilm-Kematen;;;;;
8100950;Himberg b.Wien;;;;;
8100952;Hipping;;;;;
8100953;Hirschbach b.Gmünd;;;;;
8100954;Hintering;;;;;
8100955;Hollenegg;;;;;
8100956;Haiming;;;;;
8100957;Hainfeld NÖ;;;;;
8100958;Hainburg/Donau Kulturfabrik;;;;;
8100959;Hainburg/Donau Ungartor;;;;;
8100960;Waizenkirchen Hochscharten;;;;;
8100961;Höflein/Donau;;;;;
8100962;Höbersdorf;;;;;
8100963;Hofern b.Retz;;;;;
8100967;Hönigsberg;;;;;
8100968;Hochschneeberg Bergbahnhof;;;;;
8100970;Hörersdorf;;;;;
8100974;Hörsching;;;;;
8100975;Wien Hausfeldstraße;;;;;
8100976;Haslach/Mühl;;;;;
8100979;Hofstätten b.Bad Gleichenberg;;;;;
8100980;Hausruck;;;;;
8100981;Haselstauden (Dornbirn);;;;;
8100982;Haslau/Donau;;;;;
8100983;Hirtenberg;;;;;
8100984;Hautzendorf NÖ;;;;;
8100986;Hatting in Tirol;;;;;
8100990;Hausleiten b.Stockerau;;;;;
8100993;Hüttau;;;;;
8100995;Herzograd;;;;;
8100996;Herzogenburg Stadt;;;;;
8100997;Herzogenburg-Wielandsthal;;;;;
8100999;Iglmühle;;;;;
8101000;Imsterberg;;;;;
8101003;Wien Blumental;;;;;
8101004;St.Georgen b.Salzburg Irlach;;;;;
8101005;Irschen in Ktn;;;;;
8101006;Itzling OÖ;;;;;
8101007;Inzing/Inn;;;;;
8101010;Jennersdorf;;;;;
8101011;Judendorf-Straßengel;;;;;
8101012;Jedenspeigen;;;;;
8101013;Wien Jedlersdorf;;;;;
8101014;Johnsbach im Nationalpark;;;;;
8101019;Kalsdorf b.Graz;;;;;
8101020;Kapellerfeld;;;;;
8101021;Kapfing im Zillertal;;;;;
8101022;Wien Kahlenbergerdorf (Tarifpunkt);;;;;
8101023;Kaindorf im Murtal;;;;;
8101024;Kamegg;;;;;
8101025;Kainisch;;;;;
8101029;Katsdorf;;;;;
8101032;Kapfenberg Fachhochschule;;;;;
8101033;Kottingbrunn;;;;;
8101034;Kalköfen-Dachsberg;;;;;
8101036;Kematen/Krems;;;;;
8101037;Kendlbruck;;;;;
8101038;Kematen in Tirol;;;;;
8101039;Köflach;;;;;
8101041;Kammerhof;;;;;
8101044;Kitzbühel Hahnenkamm;;;;;
8101045;Kimpling;;;;;
8101046;Kirchham b.Vorchdorf Ort;;;;;
8101047;Kirchham b.Vorchdorf;;;;;
8101048;Kirchstetten b.Neulengbach;;;;;
8101049;Kirchberg-Thürnau;;;;;
8101050;Klamm-Schottwien;;;;;
8101051;Kledering b.Wien;;;;;
8101052;Karling b.Eferding;;;;;
8101053;Krottendorf-Ligist;;;;;
8101055;Kleblach-Lind;;;;;
8101056;Klangen;;;;;
8101060;Kleinmeiseldorf-Maria Dreieichen;;;;;
8101061;Kammern im Liesingtal;;;;;
8101063;Kumpfmühl;;;;;
8101065;Kottingneusiedl;;;;;
8101070;Köppling;;;;;
8101071;Kothmühle;;;;;
8101072;Kößlwang;;;;;
8101075;Kappel am Krappfeld;;;;;
8101076;Kraubath/Mur;;;;;
8101077;Kreisbach;;;;;
8101078;Waidhofen/Ybbs Kreilhof;;;;;
8101079;Kastenreith;;;;;
8101080;Krieglach;;;;;
8101081;Kröllendorf;;;;;
8101083;Krummnußbaum an der Westbahn;;;;;
8101084;Kritzendorf;;;;;
8101085;Krenstetten-Biberbach;;;;;
8101087;Krems in Stmk;;;;;
8101090;Klagenfurt Annabichl;;;;;
8101091;Klagenfurt Ebenthal;;;;;
8101093;Klagenfurt Lend;;;;;
8101094;Klagenfurt Ostbahnhof;;;;;
8101096;Königsbrunn-Unterstockstall;;;;;
8101097;Küb;;;;;
8101099;Küpfern;;;;;
8101100;Klaus in Vlbg;;;;;
8101101;Klosterneuburg Weidling;;;;;
8101102;Großraming Kraftwerk;;;;;
8101103;Kleinwien;;;;;
8101104;Lanzenkirchen;;;;;
8101105;Katzendorf in Stmk;;;;;
8101106;Kleinzell im Mühlkreis;;;;;
8101107;Kroisbach-Zöbing;;;;;
8101110;Lacken im Mühlkreis;;;;;
8101111;Ladendorf;;;;;
8101113;Wald im Pinzgau Lahnsiedlung;;;;;
8101115;Laizing;;;;;
8101117;Lahöfen;;;;;
8101118;Lahrndorf b.Garsten;;;;;
8101119;Lehen-Altensam;;;;;
8101120;Lauffen b.Bad Ischl;;;;;
8101122;Laxenburg-Biedermannsdorf;;;;;
8101124;Leobendorf-Burg Kreuzenstein;;;;;
8101126;Lendorf im Drautal;;;;;
8101127;Linz/Donau Ebelsberg;;;;;
8101134;Ledenitzen;;;;;
8101135;Lenzing OÖ Ort;;;;;
8101137;Lebring;;;;;
8101140;Leumühle;;;;;
8101141;Lenzing OÖ;;;;;
8101144;Langau b.Geras;;;;;
8101145;Lengdorf im Pinzgau;;;;;
8101146;Leogang-Steinberge;;;;;
8101148;Lichendorf b.Mureck;;;;;
8101149;Lieboch;;;;;
8101150;Wien Liesing;;;;;
8101151;Lind-Scheifling;;;;;
8101153;Lilienfeld;;;;;
8101154;Limberg-Maissau;;;;;
8101157;Lind-Rosegg;;;;;
8101158;Schadendorf b.Lieboch;;;;;
8101159;Langenlebarn;;;;;
8101160;Lannach;;;;;
8101161;Laßnitzthal;;;;;
8101163;Leobersdorf;;;;;
8101164;Lödersdorf;;;;;
8101165;Leonding (Westbahn);;;;;
8101166;Loich;;;;;
8101167;Leonding (Lokalbahn);;;;;
8101169;Loosdorf b.Melk;;;;;
8101170;Wien Leopoldau;;;;;
8101173;Lanzendorf-Rannersdorf;;;;;
8101175;Lorüns;;;;;
8101176;Langschlag b.Großgerungs;;;;;
8101177;Lustenau Markt;;;;;
8101178;Lasberg-St.Oswald;;;;;
8101179;Lahnstein/Traun;;;;;
8101180;Laa/Thaya;;;;;
8101185;Lungitz/Gusen;;;;;
8101186;Lutzmannsdorf/Mur;;;;;
8101189;Langwies/Traun;;;;;
8101190;Langenwang/Mürz;;;;;
8101191;Langenzersdorf;;;;;
8101193;Linz/Donau Oed;;;;;
8101195;Linz/Donau Wegscheid;;;;;
8101196;Madling;;;;;
8101197;Maria Anzbach;;;;;
8101198;Mainburg/Pielach;;;;;
8101199;Maierdorf;;;;;
8101202;Mandling/Enns;;;;;
8101203;Markersdorf/Pielach;;;;;
8101204;Marchtrenk;;;;;
8101205;Mautbrücken;;;;;
8101206;Matzen im Weinviertel;;;;;
8101210;Mixnitz-Bärenschützklamm;;;;;
8101214;Meidling im Tal;;;;;
8101217;Michelhausen;;;;;
8101218;Miesenbach-Waidmannsfeld;;;;;
8101219;Mitterberghütten;;;;;
8101221;Mitterdorf-Veitsch;;;;;
8101222;Mittlere Au OÖ;;;;;
8101223;Lambach Markt;;;;;
8101224;Maria Lanzendorf;;;;;
8101225;Mühling/Erlauf;;;;;
8101227;Wien Matzleinsdorfer Platz (ÖBB);;;;;
8101228;Mauer-Öhling;;;;;
8101229;Möllersdorf Aspangbahn;;;;;
8101230;Mödling;;;;;
8101231;Mogersdorf;;;;;
8101237;Mötz;;;;;
8101238;Paternion Markt;;;;;
8101239;Maria Saal;;;;;
8101241;Sachsenburg Markt;;;;;
8101243;Marein-St.Lorenzen;;;;;
8101244;Mariahof-St.Lambrecht;;;;;
8101245;Mistelbach/Zaya;;;;;
8101247;Muckendorf-Wipfing;;;;;
8101248;Mühlheim/Inn;;;;;
8101249;Mühldorf im Lavanttal;;;;;
8101251;Mitterweißenbach;;;;;
8101254;Manzing-Prambach;;;;;
8101255;Neuhofen/Krems;;;;;
8101260;Neukirchen-Gampern;;;;;
8101261;Neubau-Kreuzstetten;;;;;
8101262;Nendeln;;;;;
8101265;Nettingsdorf;;;;;
8101267;Neuhaus/Gail;;;;;
8101269;Neuhub;;;;;
8101271;Niederfladnitz;;;;;
8101272;Niederkreuzstetten;;;;;
8101273;Niederöblarn;;;;;
8101274;Nikolsdorf;;;;;
8101275;Niklasdorf;;;;;
8101277;Neunkirchen NÖ;;;;;
8101278;Neukirchen b.Lambach;;;;;
8101279;Neulengbach;;;;;
8101280;Neulengbach Stadt;;;;;
8101282;Neuhaus-Niederwaldkirchen;;;;;
8101283;Nöstlbach-St.Marien;;;;;
8101284;Nötsch im Gailtal;;;;;
8101285;Niederwölz;;;;;
8101287;Niedernfritz-St.Martin;;;;;
8101288;Neuratting;;;;;
8101289;Nüziders;;;;;
8101290;Wien Nußdorf;;;;;
8101292;Nußbach;;;;;
8101293;Neumarkt/Ybbs-Karlsbach;;;;;
8101294;Oberaschach;;;;;
8101295;Oberbrunn im Innkreis;;;;;
8101298;Oberfalkenstein;;;;;
8101299;Oberhart b.Steinhaus;;;;;
8101304;Obersdorf NÖ (Bahnsteig 3);;;;;
8101305;Oedt b.Feldbach;;;;;
8101306;Oepping;;;;;
8101307;Oedt b.Feldbach Siedlung;;;;;
8101308;Oftering;;;;;
8101309;Oberndorf b.Salzburg Oichtensiedlung;;;;;
8101311;Obertraun Koppenbrüllerhöhle;;;;;
8101312;Ollersbach;;;;;
8101313;Oberland OÖ;;;;;
8101315;Oberolberndorf;;;;;
8101316;Oberpiesting;;;;;
8101317;Obersdorf NÖ (Bahnsteige 1-2);;;;;
8101318;St.Pölten ÖBB Hauptwerkstätte (Traisentalbahn);;;;;
8101319;Oberradlberg;;;;;
8101320;Ortmann;;;;;
8101322;Obersee OÖ;;;;;
8101323;Oisnitz-St.Josef;;;;;
8101324;Oberthalheim-Timelkam;;;;;
8101325;Obertrattnach-Markt Hofkirchen;;;;;
8101327;Ottnang-Wolfsegg;;;;;
8101328;Oberwaltersdorf;;;;;
8101329;Oberweiden;;;;;
8101332;Oberhofen-Zell am Moos;;;;;
8101334;Palmsdorf im Attergau;;;;;
8101335;Parndorf;;;;;
8101336;Paasdorf;;;;;
8101337;Patsch;;;;;
8101338;Paudorf;;;;;
8101339;Prambeckenhof;;;;;
8101340;Prattsdorf-Dachsberg;;;;;
8101341;Preding b.Weiz;;;;;
8101342;Purkersdorf b.Wien Sanatorium;;;;;
8101343;Preding-Wieselsdorf;;;;;
8101345;Penk im Mölltal;;;;;
8101346;Perchtoldsdorf;;;;;
8101347;Petersbaumgarten;;;;;
8101349;Pfennigbach b.Puchberg;;;;;
8101351;Pfaffenschwendt;;;;;
8101352;Pfaffstätten;;;;;
8101353;Pfarrwerfen;;;;;
8101356;Pichl b.Schladming;;;;;
8101358;Linz/Donau Pichling;;;;;
8101360;Bad Pirawarth;;;;;
8101361;Pinsdorf;;;;;
8101363;Plank/Kamp;;;;;
8101364;Pölfing-Brunn;;;;;
8101365;Pillichsdorf;;;;;
8101367;Platt b.Zellerndorf;;;;;
8101368;Pleißing-Waschbach;;;;;
8101369;Pernitz-Muggendorf;;;;;
8101370;Pernegg/Mur;;;;;
8101371;Prenning;;;;;
8101372;Prenning Viertler;;;;;
8101373;Pusarnitz;;;;;
8101374;St.Pölten Alpenbahnhof (Traisentalbahn);;;;;
8101375;Pöckau;;;;;
8101376;Pöham;;;;;
8101377;Pöndorf;;;;;
8101378;Postran;;;;;
8101379;Pötting im Hausruckkreis;;;;;
8101380;Prädiberg;;;;;
8101381;Pressbaum;;;;;
8101382;Premstätten-Tobelbad;;;;;
8101383;Wolfsberg in Ktn Reding;;;;;
8101384;Prottes;;;;;
8101385;Predlitz Turrach;;;;;
8101386;Pruggern;;;;;
8101387;Prinzersdorf;;;;;
8101389;Pasching b.Linz;;;;;
8101390;Pottschach;;;;;
8101391;Purgstall/Erlauf;;;;;
8101393;Passering;;;;;
8101394;Markt Piesting;;;;;
8101395;Pritschitz;;;;;
8101396;Pottenbrunn;;;;;
8101397;Pirtendorf;;;;;
8101398;Graz Puntigam;;;;;
8101399;Peterskirchen;;;;;
8101401;Pottenstein/Triesting;;;;;
8101402;Puchenau;;;;;
8101403;Puchberg am Schneeberg;;;;;
8101404;Purkersdorf b.Wien Zentrum;;;;;
8101405;Pulgarn;;;;;
8101406;Puch b.Hallein;;;;;
8101407;Pupping;;;;;
8101408;Purkla;;;;;
8101409;Puchenau West;;;;;
8101414;Petzenkirchen;;;;;
8101415;Raasdorf;;;;;
8101416;Rabensburg;;;;;
8101418;Raggendorf;;;;;
8101419;Ramingdorf-Haidershofen;;;;;
8101421;Rainfeld-Klein Zell;;;;;
8101423;Rabenstein/Pielach;;;;;
8101424;Ravelsbach;;;;;
8101428;Redl-Zipf;;;;;
8101430;Regelsbrunn;;;;;
8101431;Reichraming;;;;;
8101432;Rekawinkel;;;;;
8101433;Wien Rennweg;;;;;
8101434;Reisach im Gailtal;;;;;
8101437;Raggendorf Markt;;;;;
8101439;Rohrbach/Gölsen;;;;;
8101440;Rosental im Pinzgau;;;;;
8101443;Ramingstein;;;;;
8101444;Ramingstein-Thomatal;;;;;
8101447;Rothenthurn;;;;;
8101448;Roppen;;;;;
8101449;Rosenau/Ybbs;;;;;
8101450;Roßleithen;;;;;
8101451;Rotholz;;;;;
8101453;Rohrendorf b.Krems;;;;;
8101454;Rohr/Raab;;;;;
8101456;Rettenbach im Pinzgau;;;;;
8101457;Rietz in Tirol;;;;;
8101458;Rufling;;;;;
8101460;Marbach b.Murau Golfplatz;;;;;
8101463;Saffen;;;;;
8101466;Schafbergalpe;;;;;
8101467;Sarasdorf;;;;;
8101468;Säusenstein;;;;;
8101469;Saxen;;;;;
8101470;Salzburg Aigen;;;;;
8101471;St.Michael ob Bleiburg;;;;;
8101472;Hengsttal;;;;;
8101473;Wien Quartier Belvedere;;;;;
8101474;Schildberg b.Böheimkirchen;;;;;
8101475;Schwerbach/Pielach;;;;;
8101476;Salzburg Itzling;;;;;
8101477;Siebenbrunn-Leopoldsdorf;;;;;
8101478;Siebenmühlen-Rosenau;;;;;
8101480;Schauboden;;;;;
8101481;Salzburg Parsch;;;;;
8101485;St.Daniel;;;;;
8101486;Stefansdorf b.Peuerbach;;;;;
8101489;St.Egyden am Steinfeld;;;;;
8101490;Murau St.Egidi;;;;;
8101493;Straß-Emling;;;;;
8101494;Stein/Enns;;;;;
8101496;Villach Seebach;;;;;
8101498;Seyring;;;;;
8101499;Leonding Straßfeld;;;;;
8101500;Stiefern;;;;;
8101501;St.Georgen/Gusen;;;;;
8101502;St.Georgen/Gusen Bahnhst;;;;;
8101504;St.Georgen ob Judenburg;;;;;
8101505;St.Georgen/Längsee;;;;;
8101506;St.Georgen/Mattig;;;;;
8101507;Graz Straßgang;;;;;
8101508;Steinbach-Großpertholz;;;;;
8101510;St.Georgen am Steinfelde;;;;;
8101511;St.Georgen im Attergau Seniorenheim;;;;;
8101513;St.Georgen b.Salzburg;;;;;
8101514;Stadt Haag;;;;;
8101515;Straßhof/Aschach;;;;;
8101516;Schlägl;;;;;
8101517;Schmidham im Attergau;;;;;
8101519;Bergheim b.Salzburg Schlachthof;;;;;
8101520;Steinhaus am Semmering;;;;;
8101521;Steinhaus b.Wels;;;;;
8101522;Sierndorf b.Stockerau;;;;;
8101523;Siebenhirten NÖ;;;;;
8101524;Sierndorf/March;;;;;
8101527;Siggerwiesen;;;;;
8101529;St.Jodok am Brenner;;;;;
8101530;St.Johann-Weistrach;;;;;
8101533;Steinklamm;;;;;
8101534;Steinkogel;;;;;
8101535;Schleinbach;;;;;
8101536;Stillfried;;;;;
8101538;Scheifling in Stmk;;;;;
8101539;Wien Praterkai;;;;;
8101540;Schlierbach/Krems;;;;;
8101542;St.Lorenzen ob Murau;;;;;
8101543;Schlins-Beschling;;;;;
8101545;Schönfeld-Lassee;;;;;
8101546;Scheiblingkirchen-Warth;;;;;
8101548;Schönborn-Mallebarn;;;;;
8101549;Stein-Mautern;;;;;
8101550;Dietmannsdorf im Sulmtal;;;;;
8101553;Wien Simmering;;;;;
8101555;Wien Geiselbergstraße;;;;;
8101556;Wien Grillgasse;;;;;
8101557;Söding-Mooskirchen;;;;;
8101558;Salzburg Kasern;;;;;
8101560;St.Martin b.Traun;;;;;
8101562;St.Martin b.Weitra;;;;;
8101566;Straning;;;;;
8101567;Sollenau;;;;;
8101571;Wörgl Süd-Bruckhäusl;;;;;
8101573;Sonntagberg NÖ;;;;;
8101575;St.Paul im Lavanttal Bad;;;;;
8101576;Sperneck b.Eferding;;;;;
8101578;Spillern;;;;;
8101579;St.Pantaleon NÖ;;;;;
8101581;Schurrerprambach;;;;;
8101582;St.Peter im Sulmtal;;;;;
8101583;St.Pantaleon-Reith;;;;;
8101585;Sulz-Röthis;;;;;
8101586;Schrambach;;;;;
8101587;Sitzenberg-Reidling;;;;;
8101588;Wien Strebersdorf;;;;;
8101589;St.Ruprecht ob Murau;;;;;
8101590;Wien Hbf (Bahnsteige 1-2);;;;;
8101591;St.Ruprecht/Raab;;;;;
8101592;Villach St.Ruprecht;;;;;
8101593;Kitzbühel Schwarzsee;;;;;
8101594;Straßham-Schönering;;;;;
8101595;Strasshof/Nordbahn;;;;;
8101596;Spital am Semmering;;;;;
8101597;St.Peter-Seitenstetten;;;;;
8101598;St.Stefan-Vorderberg;;;;;
8101599;Schafbergspitze;;;;;
8101600;Staatz;;;;;
8101601;Schwertberg;;;;;
8101605;Lilienfeld Krankenhaus;;;;;
8101606;Stöttham im Attergau;;;;;
8101609;Steyr Münichholz;;;;;
8101611;Sautern-Schiltern;;;;;
8101612;Steinbachbrücke;;;;;
8101614;Steyregg;;;;;
8101616;Suetschach;;;;;
8101617;Schützen am Gebirge Bahnhst;;;;;
8101619;Wien Süßenbrunn;;;;;
8101620;Sulzbachtäler;;;;;
8101622;St.Veit/Gölsen;;;;;
8101623;St.Veit/Triesting;;;;;
8101624;St.Veit/Glan Westbahnhof;;;;;
8101626;Schwallenbach;;;;;
8101628;Schwanberg;;;;;
8101629;Schönwies b.Imst;;;;;
8101632;Schwarzenbach/Pielach;;;;;
8101633;St.Wolfgang im Salzk. Schafbergbf;;;;;
8101634;Schwarzach in Vlbg;;;;;
8101635;Waidhofen/Ybbs Stadt;;;;;
8101636;Schwarza b.Spielfeld;;;;;
8101638;Steyrling;;;;;
8101640;Traiskirchen Aspangbahn;;;;;
8101641;Wien Traisengasse;;;;;
8101643;Traisen;;;;;
8101644;Tallesbrunn;;;;;
8101645;Traisen Markt;;;;;
8101646;Tassenbach;;;;;
8101647;Tattendorf;;;;;
8101650;Tullnerbach-Pressbaum;;;;;
8101651;Trasdorf;;;;;
8101652;Tauchendorf-Haidensee;;;;;
8101653;Trautmannsdorf/Leitha;;;;;
8101654;Trautmannsdorf in Oststmk;;;;;
8101655;Teufenbach/Mur;;;;;
8101656;Teesdorf;;;;;
8101657;Ternitzer Hütte;;;;;
8101658;Teichstätt;;;;;
8101660;Tenneck;;;;;
8101661;Ternitz;;;;;
8101664;Theresienfeld;;;;;
8101665;St.Georgen im Attergau Thern;;;;;
8101666;Thurnharting;;;;;
8101669;Tiffen;;;;;
8101670;Timelkam;;;;;
8101671;Schüttdorf Tischlerhäusl;;;;;
8101674;Traunkirchen Ort;;;;;
8101675;Thörl-Maglern;;;;;
8101676;Töschling;;;;;
8101678;Thalheim-Pöls;;;;;
8101679;Steinschal-Tradigist;;;;;
8101680;Triebendorf;;;;;
8101681;Tröpolach;;;;;
8101682;Trumau;;;;;
8101684;Traxenbichl;;;;;
8101685;Tisis (Feldkirch);;;;;
8101686;Trattenbach/Enns;;;;;
8101690;Traun OÖ;;;;;
8101692;Tulln/Donau Stadt;;;;;
8101693;Übelbach;;;;;
8101694;Übersbach b.Fürstenfeld;;;;;
8101695;Ulmerfeld-Hausmening;;;;;
8101696;Unterhöflein;;;;;
8101697;Ulrichskirchen;;;;;
8101699;Linz/Donau Untergaumberg;;;;;
8101700;Unterhart b.Sattledt;;;;;
8101701;Untersiebenbrunn;;;;;
8101702;Unterkritzendorf;;;;;
8101703;Unterloiben;;;;;
8101704;Unteroberndorf;;;;;
8101706;Unterradlberg;;;;;
8101709;Unterpurkersdorf;;;;;
8101710;Unterm Wald;;;;;
8101711;Urschendorf am Steinfeld;;;;;
8101712;Unterberg-Stefansbrücke;;;;;
8101713;Untertullnerbach;;;;;
8101714;Übelbach Vormarkt;;;;;
8101716;Viechtwang;;;;;
8101717;Viehofen;;;;;
8101718;Bad Vigaun;;;;;
8101719;Viktring (Klagenfurt);;;;;
8101720;Vellach-Khünburg;;;;;
8101723;Voitsdorf;;;;;
8101724;Waidhofen/Ybbs Vogelsang;;;;;
8101725;Voitsberg;;;;;
8101728;Völs;;;;;
8101730;Wackersbach;;;;;
8101735;Waidegg;;;;;
8101736;Wankham b.Attnang;;;;;
8101737;Walchen im Attergau;;;;;
8101738;Walchen im Pinzgau;;;;;
8101739;Watschig;;;;;
8101740;Waidhofen/Ybbs Lokalbahn;;;;;
8101742;Wartberg/Krems;;;;;
8101745;Waldegg/Piesting;;;;;
8101746;Weikendorf;;;;;
8101747;Walding b.Linz;;;;;
8101748;Weikendorf-Dörfles;;;;;
8101750;Wies-Eibiswald;;;;;
8101751;Weidach b.Vorchdorf;;;;;
8101752;Weitersfeld/Mur;;;;;
8101754;Wels Lokalbahn;;;;;
8101755;Weissenbach-Neuhaus;;;;;
8101757;Walsberg;;;;;
8101760;Wien Weidlingau;;;;;
8101763;Weitersfeld im Waldviertel;;;;;
8101764;Wagram-Grafenegg;;;;;
8101767;Willersdorf/Aschach;;;;;
8101768;Wilhelmsburg/Traisen;;;;;
8101769;Willendorf am Steinfeld;;;;;
8101770;Wiesenau im Lavanttal;;;;;
8101771;Wilfleinsdorf;;;;;
8101773;Wildshut Kirchberg;;;;;
8101774;Wildon;;;;;
8101775;Wies in Stmk Markt;;;;;
8101776;Windau im Brixental;;;;;
8101778;Wiesmühle b.Sattledt;;;;;
8101780;Willendorf/Wachau;;;;;
8101781;Winzendorf b.Wr.Neustadt;;;;;
8101782;Wösendorf-Joching;;;;;
8101783;Weißenstein-Kellerberg;;;;;
8101784;Weitlanbrunn;;;;;
8101785;Wendling b.Haag;;;;;
8101786;Wollsdorf/Raab;;;;;
8101787;Wildungsmauer;;;;;
8101788;Wittmannsdorf NÖ;;;;;
8101789;Wr.Neustadt Civitas Nova;;;;;
8101791;Wr.Neustadt Nord;;;;;
8101792;Oberndorf in Tirol;;;;;
8101793;Wolkersdorf im Weinviertel;;;;;
8101794;Wolfshütte;;;;;
8101795;Wolfsbergkogel;;;;;
8101796;Wöllersdorf/Piesting;;;;;
8101797;Wopfing;;;;;
8101802;Winkl im Rosental;;;;;
8101803;Wallersee;;;;;
8101804;Wiesenfeld-Schwarzenbach;;;;;
8101806;Weißenbach-St.Gallen;;;;;
8101807;Waldstein;;;;;
8101808;Weitra;;;;;
8101809;Wettmannstätten;;;;;
8101810;Wulkaprodersdorf Bahnhst;;;;;
8101811;Weitwörth-Nußdorf;;;;;
8101813;Weiz;;;;;
8101814;Weiz Bahnhst;;;;;
8101817;Zehmemoos;;;;;
8101818;Wien St.Marx;;;;;
8101819;Zell/Pram;;;;;
8101820;Wien Zentralfriedhof S-Bahn;;;;;
8101821;Ziegelhaiden;;;;;
8101822;Ziersdorf;;;;;
8101823;Zissersdorf b.Geras;;;;;
8101825;Zeiselmauer-Königstetten;;;;;
8101826;Zöbing/Kamp;;;;;
8101828;Zitoll;;;;;
8101829;Zurndorf;;;;;
8101832;Bruckberg im Pinzgau Golfplatz;;;;;
8101833;Diensthubersiedlung;;;;;
8101834;Eiferding;;;;;
8101836;Frojach-Katschtal;;;;;
8101837;Grünbach am Schneeberg Schule;;;;;
8101838;Gschwandt b.Gmunden Schule;;;;;
8101839;Hagendorf im Murtal;;;;;
8101840;Schüttdorf Kitzsteinhornstraße;;;;;
8101841;Mühling-Plaika;;;;;
8101842;Murau St.Leonhard;;;;;
8101843;Murau West;;;;;
8101844;Prambachkirchen-Bad Weinberg;;;;;
8101845;St.Pölten Porschestraße;;;;;
8101847;Predlitz Pichl;;;;;
8101848;Piesendorf Bad;;;;;
8101849;Bad Wimsbach Steinfeld;;;;;
8101851;Sölling b.Purgstall;;;;;
8101852;Schauersberg;;;;;
8101853;Wien Speising;;;;;
8101854;Tamsweg St.Leonhard;;;;;
8101855;Unterhillinglah;;;;;
8101856;Vorchdorf Schule (Bahnhst);;;;;
8101857;Wilfling;;;;;
8101858;Pernitz Wipfelhofstraße;;;;;
8101860;Waidhofen/Ybbs Schillerpark;;;;;
8101861;Zellermoos;;;;;
8101863;Altenhof am Kamp;;;;;
8101870;Stallegg;;;;;
8101871;Mannswörth;;;;;
8101874;Oberndorf b.Salzburg Stadt;;;;;
8101877;Puch b.Villach;;;;;
8101898;Forst FL, Hilti;;;;;
8101906;Straßham Wehrgasse;;;;;
8101907;Bregenz Hafen (Schiffstation);;;;;
8101908;Weinburg/Pielach;;;;;
8101909;Burk;;;;;
8101912;Reutte in Tirol Schulzentrum;;;;;
8101913;Arnsdorf b.Lamprechtshausen;;;;;
8101916;Riedersbach;;;;;
8101917;Salzburg Süd;;;;;
8101918;Kaindorf/Sulm;;;;;
8101920;Feistritz im Rosental West;;;;;
8101921;Gmünd NÖ Staatsgrenze (Tarifpunkt);;;;;
8101922;Spielfeld Staatsgrenze (Tarifpunkt);;;;;
8101934;Wien Handelskai (Bahnsteige 1-2);;;;;
8101935;Hart-Wörth;;;;;
8101937;Wien Spittelau;;;;;
8101938;Wandritsch;;;;;
8101939;Wallersbach b.Unzmarkt;;;;;
8101940;Weizelsdorf Ort;;;;;
8101941;Hessendorf b.Geras Anglerparadies;;;;;
8101942;Bleiburg Staatsgrenze (Tarifpunkt);;;;;
8101944;Karl z'Neuhub;;;;;
8101945;Tauplitz Schiflugschanze Kulm;;;;;
8101946;Wels Messe;;;;;
8101947;Wien Handelskai (Bahnsteige 11-12);;;;;
8101948;St.Pölten Alpenbahnhof (Mariazeller Bahn);;;;;
8101950;Bregenz Hafen;;;;;
8101951;Ladinach;;;;;
8101952;Unterretzbach Staatsgrenze (Tarifpunkt);;;;;
8101955;Achleitnersiedlung;;;;;
8101956;Kirnberg b.Eferding;;;;;
8101957;Eggenberg b.Vorchdorf Schloss;;;;;
8101972;Bichlbach Almkopfbahn;;;;;
8101973;Rothengrub;;;;;
8101974;Markt Piesting Harzwerk;;;;;
8101975;Pernitz Raimundviertel;;;;;
8101988;Waldegg-Dürnbach;;;;;
8101989;Krems/Donau Campus-Kunstmeile;;;;;
8101990;St.Pölten Traisenpark;;;;;
8102006;Oberalm;;;;;
8102007;Mistelbach/Zaya Stadt;;;;;
8102009;Lengau;;;;;
8102010;Jesdorf-Bergfried;;;;;
8102011;Steinach im Pinzgau;;;;;
8102012;Neukirchen am Großvenediger Vorstadl;;;;;
8102015;Mattersburg Nord;;;;;
8102016;Perg Schulzentrum;;;;;
8102017;Wr.Neustadt Anemonensee;;;;;
8102019;Graz Stadion Liebenau;;;;;
8102020;Breitensee b.Gmünd Kinderwerkstatt;;;;;
8102021;Brand b.Litschau;;;;;
8102022;Altnagelberg Herrenhaus;;;;;
8102023;Altnagelberg Fa.Ergo;;;;;
8102024;Kleinpertholz b.Heidenreichstein;;;;;
8102025;Schüttdorf b.Zell Areitbahn;;;;;
8102026;Stetten b.Korneuburg Fossilienwelt;;;;;
8102027;Mollmannsdorf;;;;;
8102028;Ernstbrunn;;;;;
8102029;Uggl-Schwarzenbach;;;;;
8102030;Uttendorf im Pinzgau Manlitzbrücke;;;;;
8102042;Lienz in Osttirol Peggetz;;;;;
8102043;Vorchdorf Gewerbegebiet;;;;;
